"","EMVCOMMMKT","MCOILWTICO","MCOILBRENTEU","MJFUELUSGULF","IR","IQAG","CUURX000SAM1","CUURX000SACL1E","WPS022","WPS022206","CUURA000SACE","CUURX000SACL1","CUURA000SACL1","WPS0551","WPS0573","WPS054321","WPS026","WPS055","WPS057103","WPS057302","WPS0132","WPS013102","WPS011102","WPS0571","WPS0542","WPS0142"
"1999-12",-0.369791738859242,0.044,0.0362082994304314,0.0605143721633887,0.00723888314374355,-0.00702811244979906,0.00562324273664472,-0.800000000000011,0.00768573868488476,0.0319587628865978,34.7,3.40000000000001,0.199999999999989,-0.0432972522897584,0.0825958702064897,-0.00365965233302823,0.00501792114695343,-0.0433651344319167,0.0671641791044775,0.0502152080344334,0.0629800307219663,0.00216684723726979,0.0378006872852232,0.0613577023498695,0,-0.015025041736227
"2000-01",1.01899205731708,0.0444444444444445,0.00157047506870844,0.114122681883024,0.0041067761806981,0.00101112234580381,0.00745573159366253,-0.299999999999997,0.00423728813559321,-0.00399600399600386,37.3,3.40000000000001,0,0,0.0790190735694822,0.00183654729109262,0.00356633380884452,0.00271985494106985,0.0244755244755246,0.0819672131147542,0.0173410404624277,-0.00216216216216214,-0.022075055187638,0.0282902829028291,-0.00154202004626047,0.0127118644067796
"2000-02",-0.803232702860956,0.0774027879677182,0.088984711877695,-0.00128040973111399,0.0194274028629857,0.0101010101010102,-0.000925069380203425,0.199999999999989,0.0151898734177216,-0.0220661985957874,50.6,4.69999999999999,2,0.0156657963446476,0.15530303030303,0.000916590284143037,0.00426439232409392,0.0207956600361665,0.101251422070535,0.232323232323232,0.0241477272727271,-0.066088840736728,0.0756207674943568,0.116028708133971,0.00231660231660236,-0.0142259414225941
"2000-03",-1.28760553633218,0.0160027238678924,-0.0104391648668107,-0.0115384615384615,0.00200601805416256,0.004,0.00370370370370376,0.5,0,0.0143589743589745,63.6,6.10000000000001,2.09999999999999,0.0214224507283634,0.0109289617486339,-0.000915750915751024,0.0028308563340409,0.0186005314437554,0.0516528925619835,-0.0307377049180327,-0.00416088765603329,0.0823665893271461,-0.0104931794333684,0.0589496248660235,0,0.0220713073005094
"2000-04",12.6282393705335,-0.138069705093834,-0.17206256820662,-0.0674448767833983,-0.014014014014014,0.00896414342629481,0.00461254612546136,0.100000000000009,0.0199501246882794,0.00202224469160761,40.3,4,-3.09999999999999,0.0285234899328859,-0.0951351351351351,0.00458295142071496,0,0.0365217391304349,-0.0648330058939096,-0.113107822410148,0.0877437325905293,0.00214362272240098,0.00212089077412525,-0.1082995951417,0.00154083204930644,0.00498338870431891
"2000-05",-0.463022797576168,0.119362363919129,0.218804920913884,0.0598052851182198,0.0030456852791878,0.00592300098716692,-0.000918273645546419,-0.200000000000003,0.00488997555012216,-0.0232088799192735,38,3.90000000000001,0.0999999999999943,0.0203915171288744,-0.0203106332138591,-0.00364963503649629,0.0141143260409315,0.00922818791946312,-0.0262605042016807,-0.0143027413587604,-0.0998719590268886,-0.00641711229946518,-0.0476190476190477,-0.0170261066969353,0,-0.00330578512396695
"2000-06",-0.891309994706229,0.105244876693296,0.0742609949531363,0.0301837270341208,0.01417004048583,-0.013738959764475,0.00183823529411775,0,-0.00486618004866179,0.00103305785123986,56.5,5.3,1.5,0.0575539568345325,0.0731707317073171,0.00183150183150182,-0.00208768267223369,0.0814630091438071,0.147788565264293,0.0918984280532043,0.0142247510668563,0.0258342303552206,-0.00111111111111106,0.193995381062356,0.0030769230769232,0.00497512437810954
"2000-07",-4.43913359148112,-0.066624764299183,-0.0375838926174497,0.0140127388535032,0,-0.0218905472636817,0.00183486238532105,0.0999999999999943,-0.00733496332518346,0.0144478844169247,49.5,4.5,-0.899999999999977,0.0491307634164777,0.0227272727272727,0.00548446069469821,0.000697350069734926,0.0584166026133743,-0.0629699248120301,0.00221483942414169,0.0476858345021038,0.0115424973767053,0.0545050055617351,-0.0851063829787235,0.0084355828220859,-0.00907590759075916
"2000-08",2.05466028640793,0.0525252525252526,0.0529986052998606,0.130653266331658,0.00199600798403199,-0.0203458799593083,0.00183150183150182,1.4210854715202e-14,-0.0114942528735631,-0.00305188199389617,32.3,3,-1.60000000000002,0.00648414985590762,0.00555555555555554,0.01,0.00209059233449493,0.0108932461873639,-0.0401203610832498,0.0209944751381217,-0.121820615796519,-0.0145228215767635,-0.106540084388186,-0.0465116279069766,0.00532319391634983,0.0149875104079935
"2000-09",-0.769191340355808,0.0838131797824697,0.0973509933774834,0.13,0.0119521912350598,0.0321910695742473,0.0018281535648994,-0.300000000000011,-0.0141196013289037,0.0153061224489797,38.9,3.2,0.5,0.0458124552612742,0.149171270718232,0.0027002700270029,0.00208623087621684,0.0517241379310347,0.0616509926854754,0.122294372294372,0.0960365853658538,-0.0105263157894737,0.177095631641086,0.0864745011086474,0.00151285930408496,0.0147662018047581
"2000-10",-5.39266643377583,-0.0227272727272728,-0.0657815328907664,-0.0344149459193707,-0.00393700787401563,0.0050301810865192,-0.000912408759124017,0,0.0126368997472619,0.0261306532663317,36.8,2.89999999999999,-0.499999999999972,0.053388090349076,-0.0249999999999999,0.00897666068222613,-0.0013879250520471,0.0594262295081966,0.00688976377952755,-0.0347155255544842,0.0445062586926286,-0.0457446808510638,-0.0692076228686058,-0.00918367346938787,0.012084592145015,-0.00970088924818113
"2000-11",-0.0538853275240639,0.0395650860767141,0.0513565891472867,0.0468431771894093,0,0.01001001001001,0.00182648401826491,0.599999999999994,0.00748752079866888,-0.0166503428011752,37,3.7,0.599999999999966,0.00649772579597152,0.0276134122287968,-0.000889679715302516,-0.000694927032661496,-0.0135396518375241,0.053763440860215,0.0299700299700301,-0.0199733688415447,0.124860646599777,-0.0398706896551725,0.0710607621009269,-0.00522388059701484,-0.00408163265306127
"2000-12",0.5953246534918,-0.173736199883789,-0.211674347158218,-0.160505836575875,-0.0069169960474309,0.0109018830525272,0.00546946216955324,-0.199999999999989,0.0156895127993395,-0.0258964143426296,27.1,2.5,-1.09999999999999,0.0587475790832794,-0.000959692898272579,0.0169189670525378,0.00278164116828905,0.117647058823529,-0.0204081632653061,-0.0155189136760426,0.09375,-0.0396432111000991,-0.0269360269360268,-0.0240384615384616,0.015753938484621,-0.0188524590163934
"2001-01",-0.496619415637814,0.040436005625879,-0.00155884645362425,0.00811123986095019,0,0.00490196078431371,0.00725294650951946,0.400000000000006,-0.00406504065040647,-0.00817995910020441,24.1,2.59999999999999,-0.299999999999983,0.13109756097561,-0.0230547550432276,0.0280210157618215,0.00485436893203905,0.199415204678363,-0.00662878787878773,-0.00492610837438423,-0.126708074534162,-0.0144478844169247,0.0495963091118801,-0.000985221674876802,0.0199409158050221,-0.0284043441938179
"2001-02",-1.14331694734678,0.00067590402162887,0.0733801717408273,-0.0632183908045978,-0.00597014925373129,-0.0146341463414634,0.00450045004500454,0.299999999999997,0.0293877551020407,0.00206185567010309,12.7,2.10000000000001,-1.10000000000002,0.00269541778975735,-0.0501474926253688,0.000851788756388361,0,-0.0390053632374452,0.00571973307912299,-0.0366336633663367,-0.0526315789473685,0.0272251308900524,-0.0813186813186814,-0.00887573964497046,-0.000724112961622003,0
"2001-03",-1.76156815692003,-0.0797028031070585,-0.109090909090909,-0.0822085889570552,-0.0160160160160161,0.00297029702970297,0.00627240143369168,-0.0999999999999943,0.00713719270420299,0.00514403292181065,-7.5,0.0999999999999943,-2.59999999999999,-0.0467741935483871,-0.123188405797101,0,0.00621118012422373,-0.0720446473871131,-0.0691943127962085,-0.120246659815005,0.130630630630631,0.0030581039755353,0.0454545454545456,-0.0935323383084578,0.00579710144927548,-0.0111779879621667
"2001-04",-19.7586738363531,0.00880733944954115,0.0473469387755101,0.0294117647058825,-0.00508646998982709,-0.00493583415597232,0.006233303650935,-0.400000000000006,0.0149606299212599,0.0399181166837257,7.59999999999999,1.3,1.59999999999999,-0.0152284263959391,0.0484061393152302,-0.00936170212765952,-0.00480109739369006,-0.0251503553854565,0.070264765784114,0.0549065420560748,0.0239043824701195,-0.00711382113821146,0.0183066361556063,0.115257958287596,-0.00864553314121053,-0.0147826086956522
"2001-05",-0.165036507411945,0.0414696253182976,0.103273577552611,0.0662337662337662,0.00204498977505119,0,0.000884955752212369,-0.300000000000011,-0.0100853374709078,-0.014763779527559,28.7,2.2,1.70000000000002,-0.00515463917525771,0.0484234234234233,-0.00601374570446733,0.0020675396278429,-0.00897363993269784,0.0390104662226451,0.0387596899224807,-0.0324254215304799,0.0358239508700102,-0.0292134831460673,0.0265748031496063,0.0058139534883721,-0.028243601059135
"2001-06",-0.32348291191694,-0.035976248690185,-0.0162486753797244,-0.0657734470158343,-0.00408163265306127,0.000992063492063489,0.0053050397877985,0.200000000000003,-0.0164576802507836,-0.00899100899100891,8.5,0.5,-1.90000000000001,-0.0621761658031087,-0.0171858216970998,0.048401037165082,0.000687757909215936,-0.0786644029428408,-0.0476190476190477,-0.0181236673773988,0.024128686327078,-0.00197628458498023,0.15162037037037,-0.0575263662511984,0.01878612716763,-0.0145322434150772
"2001-07",-0.791848753620191,-0.0423913043478261,-0.116337522441652,-0.0730117340286832,-0.0153688524590164,0.00891972249752215,0.00439753737906767,1.4210854715202e-14,-0.000796812749003895,-0.0211693548387097,-8.59999999999999,-1,-1.60000000000002,-0.0423572744014733,-0.106010928961749,-0.00412201154163228,0.00274914089347078,-0.0380835380835381,-0.155769230769231,-0.10314875135722,0.0471204188481675,-0.00198019801980198,-0.186934673366834,-0.169888097660224,-0.00212765957446814,-0.00460829493087556
"2001-08",-0.28787055297607,0.0355656451002648,0.0434782608695652,0.0745428973277076,-0.00104058272632668,0.00982318271119853,0.00175131348511393,-0.200000000000017,0.00797448165869219,0.00205973223480949,-6.79999999999998,-0.599999999999994,-0.299999999999983,-0.0423076923076923,0,-0.0033112582781456,0.00205620287868391,-0.053639846743295,0.0660592255125285,0.0169491525423731,-0.00500000000000012,0.0089285714285714,-0.0259579728059334,0.0808823529411766,-0.00284292821606236,-0.0111111111111112
"2001-09",-20.2761071981509,-0.0427475337961272,-0.00233644859813076,-0.0340314136125655,-0.00104166666666661,-0.00291828793774318,0.00524475524475521,1.4210854715202e-14,0.00316455696202533,0.0071942446043165,-7,-0.200000000000003,2.8421709430404e-14,-0.0428380187416333,0.0330073349633253,-0.00415282392026584,0.0020519835841315,-0.0512820512820512,0.0726495726495728,0.00357142857142856,-0.0351758793969849,0.000983284169124854,0.0977157360406091,0.100907029478458,0.00285103349964344,0.0243445692883897
"2001-10",-1.46385846786646,-0.15381679389313,-0.198282591725215,-0.157181571815718,-0.0229405630865486,-0.0175609756097561,0,0.0999999999999943,-0.00788643533123023,0.0153061224489797,-23.6,-1.69999999999999,-1.80000000000004,-0.0496503496503496,-0.155029585798817,0.0108423686405337,0.00273037542662125,-0.0512091038406827,-0.193227091633466,-0.134045077105575,-0.0572916666666665,-0.0265225933202358,0.0277456647398844,-0.214212152420185,-0.00568585643212494,0.000914076782449591
"2001-11",-0.519099216423643,-0.114118177717636,-0.0847127555988315,-0.127009646302251,-0.0149413020277482,-0.0148957298907646,0.00173913043478269,0.100000000000009,-0.0246422893481717,0.0160804020100502,-39.5,-3.09999999999999,-1.99999999999997,-0.0345842531272996,-0.0252100840336136,-0.023927392739274,0.00612661674608583,-0.0329835082458771,-0.0271604938271606,-0.047945205479452,-0.0925414364640884,-0.0151362260343088,0.0202474690663668,-0.0445609436435124,0.00500357398141515,0.0054794520547945
"2001-12",1.22115725949592,-0.0127291242362525,-0.00478723404255321,-0.0515653775322285,-0.00975081256771393,0.0100806451612903,0.00520833333333326,-0.200000000000003,-0.00325998370008151,0.00395647873392679,-47.1,-3.5,-0.900000000000006,-0.0221036585365852,-0.147988505747126,-0.00253592561284866,-0.00541271989174563,-0.0131782945736434,-0.0469543147208122,-0.129496402877698,-0.0852359208523592,-0.0163934426229507,0.175303197353914,-0.0562414266117971,0.00355618776671407,-0.0272479564032697
"2002-01",-1.09945660859837,0.0170190820010314,0.0379476215927312,0.0349514563106796,0.00218818380743979,0.00698602794411185,0.0017271157167531,-0.800000000000011,-0.00817661488143906,-0.0216748768472906,-43.4,-3.90000000000001,0,-0.0124707716289946,0.0252951096121417,-0.00762711864406784,-0.00136054421768694,-0.0149253731343283,-0.0319573901464713,0.0214876033057851,0.161397670549085,0.0104166666666667,-0.107879924953096,-0.0174418604651163,-0.0155917788802267,0.0420168067226891
"2002-02",1.50536029935035,0.050709939148073,0.0442842430484036,0.0337711069418387,0,-0.0257680872150645,0.00517241379310329,-0.699999999999989,0.0222588623248146,0.00402819738167182,-41.7,-4.7,0.299999999999983,-0.0244672454617206,0.037828947368421,-0.00426985482493591,0.00204359673024501,-0.0239234449760766,0.0110041265474552,0.0420711974110033,-0.0802292263610315,0.0175257731958762,-0.099894847528917,0.029585798816568,-0.00575953923686112,-0.0340501792114695
"2002-03",-4.51411083418853,0.183880308880309,0.168639053254438,0.143375680580762,0.0131004366812228,0.00610376398779255,0.00257289879931388,-0.300000000000011,-0.00887096774193541,-0.0110330992978938,-24.2,-3.40000000000001,1.70000000000002,0.0202265372168284,0.114104595879556,0,-0.000679809653297059,0.0187908496732025,0.0952380952380953,0.100931677018633,-0.0498442367601246,0.011144883485309,0.00467289719626174,0.120689655172414,-0.00434467776973202,-0.025974025974026
"2002-04",-0.682709456711063,0.0672645739910314,0.0856540084388187,0.0619047619047619,0.0161637931034482,0.00707785642062686,0.00256629597946967,0.299999999999997,-0.0227827502034175,-0.0152129817444219,-17.6,-2.7,0.400000000000006,0.0388580491673276,0.0825035561877667,0,0.00136054421768694,0.0449077786688052,0.0484472049689442,0.114245416078984,-0.152459016393443,-0.0220440881763527,-0.0779069767441861,0.0551282051282052,0,-0.0542857142857143
"2002-05",-1.13122298374505,0.0328495034377387,-0.0147687524290711,-0.00448430493273544,0.00106044538706263,-0.00100401606425693,0.00255972696245732,0.100000000000009,-0.0149875104079933,-0.00617919670442835,-36.5,-3.90000000000001,-1.80000000000001,-0.0106870229007634,-0.0170827858081471,0.00428816466552306,0,-0.0184190330007675,-0.0260663507109005,-0.0544303797468354,-0.00193423597678921,-0.0471311475409836,0.0781841109709962,-0.0425273390036452,-0.00218181818181828,0.0775427995971802
"2002-06",22.1280686372746,-0.0562130177514792,-0.0500986193293886,-0.0195195195195196,-0.00317796610169507,0.0120603015075378,0.0034042553191489,0,-0.00169061707523244,-0.00932642487046642,-31.8,-3.39999999999999,0.200000000000017,-0.00308641975308643,-0.0307486631016043,0,0.00271739130434789,-0.00469116497263489,0.0255474452554745,-0.0602409638554217,-0.00581395348837221,-0.0440860215053763,-0.0198830409356725,0.0329949238578682,0,-0.00373831775700939
"2002-07",2.10918769918957,0.0568181818181819,0.0689368770764121,0.0581929555895864,0.00425079702444209,0.0268123138033765,0.00339270568278205,-0.200000000000003,0.0025402201524134,0.0104602510460252,-10.6,-1.59999999999999,1.59999999999999,0.00851393188854499,0.049655172413793,0,0.0020325203252034,-0.00235663786331497,0.0225385527876631,0.0527065527065527,0.12280701754386,-0.0416197975253094,-0.0262529832935561,0.0171990171990171,0,0.0337711069418387
"2002-08",-0.385571621535709,0.0526510938079348,0.0353535353535355,0.0448625180897251,0.00317460317460316,0.0174081237911026,0.00507185122569753,0.400000000000006,-0.0152027027027029,0.00207039337474124,-1.80000000000001,-0.900000000000006,1.79999999999998,0.0253261703760552,-0.00131406044678051,0.00256191289496166,0.00135226504394859,0.0204724409448818,0.0220417633410672,-0.00541271989174563,-0.116319444444445,0.00704225352112675,0.0441176470588236,0.0193236714975846,-0.00291545189504361,-0.02994555353902
"2002-09",-1.77047360946142,0.0447340612891862,0.0656660412757974,0.10803324099723,0.0073839662447257,0.0323193916349809,-0.000841042893187649,-0.400000000000006,-0.00171526586620918,-0.0278925619834711,-11.6,-2.39999999999999,-1.30000000000001,0.00898203592814384,0.0881578947368422,0.00596252129471875,0.00472653612424057,0.0200617283950617,0.026106696935301,0.0775510204081633,-0.110019646365422,-0.00932400932400934,-0.103286384976526,0.0296208530805686,0.00365497076023402,-0.0467726847521047
"2002-10",-0.971836867598876,-0.0276466621712744,-0.030281690140845,-0.0125,0,-0.0184162062615101,0.000841750841750866,0,0.00257731958762886,-0.0255047821466524,10.3,-0.100000000000009,1.90000000000003,0.0215133531157268,0.0556227327690446,0.00084674005080454,-0.00470430107526898,0.0317700453857792,0.0995575221238938,0.058080808080808,0.207505518763797,0.0270588235294118,0.00654450261780104,0.116225546605293,0,-0.0794896957801767
"2002-11",9.84741002024949,-0.0863384188626907,-0.116194625998548,-0.10379746835443,-0.00942408376963355,0.0196998123827392,0.0067283431455003,-1,0.00856898029134534,-0.0338058887677209,26.7,0.299999999999997,1.49999999999997,0.010167029774873,-0.0538373424971363,0.0169204737732656,0.0108035111411209,0.0212609970674487,-0.00704225352112675,-0.0465393794749402,-0.0237659963436929,-0.0297823596792668,-0.0351105331599481,-0.00515463917525771,0.00436999271667871,0.0554371002132197
"2002-12",-0.948868802803755,0.118026565464896,0.16392769104355,0.145480225988701,0.00634249471458781,-0.0045998160073597,0,0.200000000000003,0.0152931180968563,0.0203160270880363,34.7,0.700000000000003,1,0.0136592379583034,0.0859564164648912,0.000831946755407653,-0.00267201068804257,0.024407753050969,-0.00405268490374877,0.0826032540675845,0.0243445692883897,0.0425029515938606,-0.0673854447439353,-0.0134715025906735,0.00217548948513402,0.0686868686868687
"2003-01",-10.9573666234836,0.11846571622539,0.100600070596541,0.0937114673242909,0.0178571428571428,0.000924214417744817,0.00250626566416035,0.200000000000003,0.0326359832635983,0.0188053097345131,42.8,1.5,0.900000000000006,-0.00141843971631195,0.147157190635452,-0.00249376558603487,0,0.0168185003503856,0.106815869786368,0.145664739884393,0.0914076782449726,0.0362400906002265,0.0274566473988438,0.0955882352941175,0.0028943560057888,0.0141776937618148
"2003-02",0.694197379003641,0.0874051593323215,0.0509942270686339,0.189402480270575,0.0165118679050567,-0.0036934441366574,0.00166666666666671,-1.4210854715202e-14,0.00972447325769843,-0.0021715526601519,62.6,3.09999999999999,1.70000000000002,0.0518465909090908,0.254616132167153,0.00416666666666665,-0.00200937709310123,0.0668504479669194,0.132352941176471,0.254288597376388,-0.0402010050251257,-0.0229508196721311,0.125175808720113,0.152444870565676,0,0.0372786579683131
"2003-03",4.78129166928464,-0.0647502093217974,-0.0659139456820264,-0.153554502369668,0.00609137055837561,-0.00370713623725683,0.00748752079866888,0.600000000000009,0.00642054574638862,-0.00979325353645277,62.7,3.40000000000001,-0.300000000000011,0.172180958811614,-0.00774593338497287,0.0182572614107883,0.00402684563758382,0.25,-0.0129870129870131,0.0265486725663717,0.0575916230366493,0.00111856823266221,-0.0912499999999999,-0.0349417637271214,0.00721500721500723,-0.00628930817610063
"2003-04",-0.766541724730051,-0.159355416293644,-0.183273440052271,-0.167973124300112,-0.031281533804238,0.00372093023255826,0,-0.399999999999991,0.0127591706539074,0.00439560439560438,31.7,0.700000000000003,-3.40000000000001,-0.0293778801843317,-0.239656518345043,0.0114099429502852,0.00200534759358306,-0.11937984496124,-0.177631578947368,-0.256269592476489,0.023102310231023,0.0335195530726258,0.0536451169188445,-0.166379310344828,0.0064469914040115,-0.0180831826401446
"2003-05",-0.971204824885817,-0.00212992545260926,0.0344,-0.0390309555854643,-0.0072916666666667,0.0250231696014827,0.00247729149463272,-0.200000000000003,-0.00157480314960634,-0.0109409190371991,17.1,-0.400000000000006,-1.40000000000001,0.0189910979228487,-0.138603696098563,-0.00483481063658331,0,0.00176056338028152,-0.086,-0.148577449947313,0.0774193548387097,0.0356756756756758,0.00130548302872069,-0.0837642192347468,0.000711743772241924,-0.0368324125230203
"2003-06",-49.4318304293155,0.0907150480256136,0.0692188708430008,0.0476190476190477,0.00944386149003162,-0.0054249547920433,0.00329489291598017,-0.0999999999999943,0.0394321766561516,0.00110619469026552,14.9,-0.5,0,0.027373325567851,0.0464839094159712,-0.0226720647773279,0.00133422281521001,0.0427650849443468,0.0514223194748358,0.068069306930693,0.115269461077844,-0.0177453027139876,-0.00912646675358542,0.0688487584650115,-0.0220483641536273,-0.0248565965583174
"2003-07",3.17031748386618,0.00326157860404441,0.0253164556962027,0.0427807486631016,0.00519750519750528,-0.000909090909090859,0.00821018062397383,-0.100000000000009,-0.0288315629742034,0.00331491712707188,14,-0.5,0.100000000000023,-0.00510204081632659,0.0387243735763099,0.0182270091135046,0.000666222518321158,-0.00393258426966281,0.0395421436004164,0.0312862108922365,-0.076510067114094,0.0786397449521785,0.0197368421052631,0.0200633579725449,0.0254545454545454,-0.0460784313725491
"2003-08",-0.340655157723979,0.026332899869961,0.0543209876543209,0.0551282051282049,0,-0.0100090991810737,-0.000814332247557004,-0.399999999999991,0.015625,-0.00660792951541844,24.9,-0.0999999999999943,0.699999999999989,-0.00626780626780621,0.0274122807017543,0,-0.000665778961384755,-0.00507614213197971,0.079079079079079,0.0235955056179775,-0.00581395348837199,0.0364532019704433,0.134193548387097,0.0776397515527951,0.0177304964539007,-0.0853031860226104
"2003-09",-0.1332995219648,-0.103262591067469,-0.0930076948812312,-0.103280680437424,-0.00517063081695968,0.0542279411764706,0.00407497962510184,-0.400000000000006,0.0261538461538462,0.0332594235033259,38.1,0.0999999999999943,0.800000000000011,0.00344036697247696,-0.130202774813234,0.00406834825061031,-0.00199866755496325,0.00170068027210868,0.00649350649350655,-0.136114160263447,0.0175438596491226,0.0532319391634981,-0.0898748577929466,0.00576368876080702,0.00766550522648091,0.0887640449438203
"2003-10",-0.170889464379093,0.0717061109148711,0.0922168941350054,0.111111111111111,0.00103950103950101,0.0244115082824761,0.000811688311688208,-0.0999999999999943,0.070464767616192,0.0203862660944205,20.2,-1.5,-1.60000000000002,-0.0182857142857142,0.130061349693251,0.0145867098865478,0.00801068090787704,-0.0186757215619694,-0.0792626728110598,0.127064803049555,-0.0416666666666665,0.0514440433212997,0.0487500000000001,-0.0592168099331424,-0.00899031811894868,0.0299277605779154
"2003-11",-0.363762811127379,0.0253790375741596,-0.0290442418101993,0.0134146341463415,0.00519210799584635,0.04,-0.000811030008110225,0.0999999999999943,-0.0196078431372549,0.00736067297581489,11.8,-1.8,-1,-0.0186263096623982,-0.00977198697068393,-0.0207667731629394,-0.00331125827814571,-0.0299884659746252,0.0480480480480481,0.00563697857948142,0.0419790104947526,0.0472103004291846,0.0476758045292014,0.0314720812182741,-0.0111653872993721,0.029058116232465
"2003-12",-0.0361470309692611,0.0327868852459017,0.0368695652173912,0.0541516245487366,0.00723140495867769,0.00409165302782322,0.00324675324675328,0.199999999999989,-0.015,0.0208768267223383,11.9,-1.30000000000001,0,-0.00830367734282333,0.100877192982456,0.00326264274061994,0.00531561461794028,0.00297265160523197,0.0534861509073543,0.0852017937219731,-0.0532374100719425,0.0393442622950819,-0.00227531285551763,0.0718503937007875,0.00141143260409327,0.0204479065238559
