"","LFESEETTCAM647S","LFEASETTCAM647S","LFEACNTTCAM647S","CANPROCONMISMEI","CANPRINTO01GPSAM","CP0430FRM086NEST","CP0432FRM086NEST","CP0440FRM086NEST","FRAPREND401IXOBSAM","FRALOCOBPNOSTSAM","FRALOCOBPORSTSAM","FRAPROCONMISMEI","FRAPRCNTO01GPSAM","SERVTRFRM086NEST","CP1260FRM086NEST","BVDEFT02FRM460S","DEUBRODFT02STSAM","BVEMTE02DEM460S","BCEMFT02DEM460S","CP0410DEM086NEST","CP0444DEM086NEST","DEUPERMITMISMEI","DEUPRINTO01GPSAM","DEUPROCONMISMEI","DEUPRCNTO01GPSAM","DEUCPHPSE01IXOBM","CP1200DEM086NEST","CP1120DEM086NEST","DEUCP120000GPM","CP1260DEM086NEST","SERVCODEM086NEST","LFESEETTJPM647S","GBRCP040200IXOBM","GBRPRMITO01IXOBSAM","GBRLOCOBPNOSTSAM","GBRPREND401IXOBM","GBRCP040400IXOBM","GBRCPHPSE01IXOBM","GBRCPGRSE01IXOBM","GBRCPGRLH02IXOBM","A132RC1","ASPNHSUS","AUTHNOTT"
"1999-01",0.00482697668094367,0.00688289557609734,-0.00643297886306948,0.0193466581262505,-0.295999930352246,0.0600000000000165,1.08999999999999,0.0200000000000102,-0.0544217687074832,-0.00102391023336923,-0.002,0.0593474883480063,0.0593474883480061,-0.0100000000000051,1.83999999999999,-0.023,-0.213,-0.00199999999999995,0.019,-0.0999999999999943,1.2,-0.0788934426229507,0.0162162162162162,0.0955631399317358,0.108980661636555,0.599999999999994,0.799999999999997,-0.100000000000001,0.00493527606986989,0.000914076782449591,-0.0692108667529107,0.000934055669717937,2.09999999999999,-0.0550669216061217,0.00250234367309554,39.9352401511068,3.1,0,0.100000000000001,2.1088450317591,0.00862140890508112,-0.00218221494817239,-6.79999999999998
"1999-02",-0.000701962110960741,-0.00133313163020254,-0.00198202959830862,0.00219289808794687,-1.08500867738308,-0.0100000000000193,1.08,-7.105427357601e-15,0.0781250000000002,0.00029149668230577,0.06,-0.0928822839264764,-0.0928822839264762,-0.0699999999999932,1.83999999999999,0.015,-0.252,-0.001,0.036,0,1.2,-0.102335928809789,-0.0186170212765957,-0.112928348909654,-0.0921283489096579,0.5,0,0.200000000000003,0.00245398773006134,0,-0.00694927032661574,-0.00615901455767076,2.39999999999999,0.0793201133144481,0.00322989240514726,41.2304371289802,3.1,0,0.100000000000001,2.2557427971277,0.00769294399867659,0.046473482777474,-3.60000000000002
"1999-03",0.00203119578188349,0.00154319526627211,0.000132397722759192,-0.0134101087651948,2.94322890484067,-0.0899999999999892,1.05999999999999,-0.0899999999999963,-0.0353456365342518,0.00138562523193664,-0.009,0.074908385427894,0.074908385427894,0.139999999999986,1.83,0.011,-0.225,0.002,-0.00700000000000003,0.0999999999999943,1.2,0.0904584882280048,0.00677506775067744,0.121158911325729,0.0909301531557895,0.700000000000003,0.200000000000003,-0.5,0,0,0.0125962211336599,0.00131455399061031,2.30000000000001,0.141357330333711,0.00379608059894143,48.677819751754,3.1,-0.0999999999999943,-7.105427357601e-15,2.27262141082539,0.00101242270015889,-0.0109717868338558,-4.30000000000001
"1999-04",0.00154564727146811,0.00385677014406172,0.00529520783690751,0.0192602007730014,-2.63343068499694,0.0300000000000011,1.02,-0.170000000000002,-0.00853869433635923,0.00258607374162745,0.093,0.00561516093452319,0.00561516093452326,-0.0899999999999892,1.83,0.014,-0.206,-0.022,-0.028,-0.100000000000009,0.799999999999997,0.00113636363636349,0.00672947510094221,-0.0234925606891184,0.0058492315392752,0.400000000000006,0,-0.5,0.00242973459939057,0,-0.0152038700760193,0.000750187546886716,2.5,0.224375821287779,0.00410779624053559,26.0118726389634,2.3,0.0999999999999943,-0.100000000000001,2.1732262053729,0.00303419621135492,0.0153195985208663,0.300000000000011
"1999-05",0.00161916006071849,0.00181739425213756,0.00381880431919934,0.00950538893201247,-1.30514112251989,0.0600000000000023,0.97999999999999,-0.0600000000000023,-0.00872124713834099,0.00328024235476998,0.043,0,0,0.13000000000001,1.83,0.003,-0.224,0,0.027,0.100000000000009,0.799999999999997,0.0164585698070374,0.00668449197860956,0.00080192461908335,-0.0171719315900647,0.299999999999997,1.4210854715202e-14,1.3,0.00119832960116186,0,-0.0028070175438597,-0.00149925037481258,2.09999999999999,0.107593238529648,0.00404689336468733,20.9390178089584,2.3,-0.100000000000001,-0.0999999999999943,2.0622232624947,0.00468741483621304,-0.022372528616025,-8.09999999999999
"1999-06",0.0030899538611795,0.00141931966650688,-0.0053784599239145,0.00184032066957318,-8.36647712256132,-0.019999999999996,0.980000000000004,-0.029999999999994,0.0317826899813047,0.00389477105177649,0.093,0.00737860205404317,0.00737860205404312,-0.0600000000000023,1.82000000000001,0.016,-0.175,-0.00299999999999995,0.022,0,1.39999999999999,0.00335008375209367,0,-0.00400641025640758,-0.0120320924393959,0.300000000000011,-0.100000000000009,1.3,0,0,-0.00844475721323001,-0.00581831831831836,2.09999999999999,0.0443313953488378,0.00358548403846859,19.6438208310847,2.3,0,0.100000000000001,2.19113358188829,0.00113926110779583,0.0319318786588612,17.2
"1999-07",0.00705898152578088,0.00340717101558097,0.00039567396465312,0.0119401107196786,-0.585791193732142,-0.120000000000005,0.939999999999998,-0.470000000000006,0.00170539330633157,0.00401291191673137,0.138,0.0207859051766801,0.0207859051766801,0.039999999999992,1.7,0.021,-0.158,-0.199,-0.013,0.0999999999999943,1.39999999999999,0.001669449081803,0.00796812749004005,0.0104585679806888,0.0104585679806919,0.5,0,0.700000000000003,-0.00123915737298621,0.00273972602739714,-0.00141944641589797,0.000188786105342675,2,0.0484806309440962,0.00305405084646715,8.5267134376687,2.3,7.105427357601e-15,-0.100000000000001,2.0613375889125,0.00636718326650043,-0.0247550283651367,2.90000000000001
"1999-08",0.00214202367061178,0.00216083739464756,0.0040870138431115,-0.0033196981188367,0.678090145166577,-0.0600000000000023,0.870000000000005,7.105427357601e-15,0.0046818472015322,0.00353739852022428,0.166,-0.0112479394938427,-0.0112479394938426,-0.120000000000005,1.83,0.019,-0.188,0.032,0.00700000000000001,1.4210854715202e-14,1.39999999999999,-0.0533333333333333,0.00922266139657434,-0.0135350318471306,0.000796178343948999,0.400000000000006,0,2.09999999999999,-0.00123762376237638,0,-0.000710732054015617,0.00830502076255191,2.10000000000001,-0.0103982300884969,0.00251306729166201,6.4759848893685,2.3,-7.105427357601e-15,0,2.0618526218038,0.00608459198233846,0.0211528291909042,-3.90000000000001
"1999-09",0.00307725575322082,0.000821401235835406,-0.0064338235294118,0.00854519597814396,0.394767224533192,-1.04000000000001,-0.450000000000003,-7.105427357601e-15,0.00582503706841719,0.00261415694331135,0.19,0.00725703638324982,0.00725703638324983,0.13000000000001,1.83,0.015,-0.197,0.013,-0.045,-0.0999999999999943,1.8,0.0152582159624413,-0.00391644908616198,0.000807102502015322,0.00323036582996592,0.200000000000003,-0.100000000000009,0.5,-0.00123609394313967,0,0,0.00112317484088353,1.89999999999999,-0.0516431924882614,0.00178686805431338,2.3745277927685,2.3,0,-0.100000000000001,1.9444910839946,0.00460274559126539,0.00880372863801138,-8.19999999999999
"1999-10",0.00322535176233552,0.00143627240678224,0.0194264569842739,0.0100065555926627,-1.41790593353269,-3.15,-4.17999999999999,-0.25,-0.00126355691270896,0.0014576098398853,0.2,0.0029208450978484,0.00292084509784842,0.0400000000000063,1.83,0.027,-0.174,0.075,0.014,-1.4210854715202e-14,1.8,0.0242774566473989,0.0104849279161205,0.0104838709677486,0.0242490531539769,0.200000000000003,1.4210854715202e-14,0.199999999999996,0.00118049923402721,0.0455373406193078,-0.00142247510668558,0,1.8,-0.0645921735030641,0.000984429194109016,1.6189962223422,2.3,7.105427357601e-15,0,1.9743178827853,0.0091633147758452,0.0277207392197125,-9.29999999999998
"1999-11",0.0023141260868127,0.00204887498137385,0.0254083484573502,0.0188963456451443,-3.30500610839019,-0.309999999999995,-4.63,-0.0799999999999912,0.0127569847127043,0.000368893422200589,0.223,0.00863993787010964,0.00863993787010982,-0.0800000000000125,1.28,-0.00499999999999998,-0.193,-0.001,-0.017,0.0999999999999943,1.8,-0.0524830699774266,-0.00129701686121904,-0.0167597765363191,-0.0036234875379549,0.5,0.199999999999989,-0.399999999999999,0.00121212121212106,0,-0.000712250712250673,-0.00317875841436055,1.7,-0.0763608870967747,0.000204745434156495,-7.55531570426301,2.3,0,0,1.9683203239249,0.00974000263956709,0.0564435564435564,1.09999999999998
"1999-12",0.00249843332563748,0.00355031785568238,0.00606826801517069,0.0137982427673411,0.216175826189571,-0.129999999999995,-4.78999999999999,0.119999999999997,-0.0109306683322921,-0.000343116707075986,0.125,-0.00240615976900871,-0.00240615976900882,0.120000000000005,1.28,-0.02,-0.162,0.00800000000000001,0.029,-0.0999999999999943,1.8,-0.038117927337701,0.00129870129870114,0,0.0249584026622294,0.700000000000003,0.0999999999999943,0.800000000000004,0.00242130750605325,0,0,-0.00281373100731575,1.7,-0.142974079126877,-0.000487940048670699,-20.61521856449,2.3,-7.105427357601e-15,7.105427357601e-15,1.9320618406878,0.0153709416008783,-0.0444444444444444,-2.7
"2000-01",0.00106103850171491,0.00244494248828464,0.0104297562201559,-0.00233558988464211,-0.753883002590745,0.0699999999999932,-4.63,0.0799999999999912,0.00947268708556992,-0.000124942182034404,0.146,0.0144717800289436,0.0144717800289437,-0.179999999999993,1.91000000000001,-0.015,-0.194,-0.002,-0.023,0.100000000000009,2.8,-0.157894736842105,-0.00778210116731495,0.00162337662338152,-0.0939397633083639,1,0.400000000000006,1.3,0.00475952499940503,-0.00435540069686413,0.000712758374910916,0.00131677953348386,1.59999999999999,-0.159184972938554,-0.00109847708854038,-22.665947112791,2.3,0,0,1.9816873133206,0.0204160444879256,-0.00890648193963384,2.5
"2000-02",0.00118315969369309,0.00260527336893257,0.00758612112921275,-0.00152109328580063,-2.00500001842385,0.0700000000000074,-4.49999999999999,-0.0799999999999912,-0.00823688874987039,0.000447052949892557,0.165,-0.0180694246314789,-0.018069424631479,0.0499999999999829,1.91000000000001,0.00699999999999999,-0.117,0.013,-0.034,0.0999999999999943,3,-0.130882352941176,0.0248366013071896,0.0599675850891421,0.172895933998799,0.5,-0.0999999999999943,1.8,-0.00125638293964204,0,-0.0405982905982907,0.000187863986473857,1.3,-0.0496024233244988,-0.00149546529970923,-32.487857528333,2.3,0,-0.100000000000009,1.8484289879357,0.00714015390437739,-0.00549176235646531,-7.19999999999999
"2000-03",0.00524406657256349,0.00235892521469916,0.000246852628980498,-0.00508200233272205,-4.00133194193712,0.159999999999989,-4.48,0.280000000000001,0.0158746846089159,0.00105235638294854,0.157,0.0419370460048425,0.0419370460048427,1.4210854715202e-14,1.92,0,-0.15,0.00600000000000001,-0.027,-0.0999999999999943,3,0.11336717428088,0.00127551020408162,-0.0581039755351737,-0.179262886860892,0.299999999999997,-0.200000000000003,2.2,0,0,-0.0237564959168521,-0.0018782870022539,1.3,0.0549800796812756,-0.00164250083593798,-44.360496492175,2.3,0.100000000000001,-0.0999999999999943,1.7365729846791,0.00293100856756356,0.0286144578313252,12.8
"2000-04",0.00871084406201272,0.00209597352454494,0.000123395853899311,0.00075363359052627,-1.24308829429099,-0.0599999999999952,-4.48,-0.0399999999999991,0.00889992755872848,0.00156335616492642,0.201,-0.0345789180145009,-0.034578918014501,0.069999999999979,1.73999999999999,0.00300000000000002,-0.138,-0.005,0.024,0,3.09999999999999,-0.0699088145896656,0.0127388535031847,-0.00811688311687775,0.0153756775722317,1,0.299999999999997,1.09999999999999,-0.00127962612662749,0,-0.0121673003802281,0,1.3,0.140105740181269,-0.00156586972999517,-20.8310847274685,-5.4,-0.399999999999999,-0.0999999999999943,1.63154036113271,0.00029973772948666,0.0117130307467057,-14.2
"2000-05",-0.000445135078262826,0.000843974754146437,-0.00987045033929668,-0.00814028544789536,-6.40026744256149,-0.0100000000000051,-4.51,0.019999999999996,-0.0150784695866244,0.00168599687360627,0.219,0.0697092239553245,0.0697092239553245,0.0200000000000102,1.73999999999999,-0.00800000000000001,-0.153,-0.01,-0.002,-1.4210854715202e-14,3.09999999999999,0.022875816993464,0.0238993710691824,0.00163666121112427,0.000834736592043731,0.299999999999997,0,-3.1,-0.00124570696780939,0,-0.023094688221709,0.00828001505457276,1.60000000000001,0.0682345147399801,-0.00115851944995571,-9.3901780895844,-5.4,0.100000000000001,0.199999999999996,1.8679619369793,-0.00634254750667951,-0.035214664737096,2.30000000000001
"2000-06",0.00194327263305349,0.00282309807516046,-0.00411214953271033,-0.00462778842329736,-0.777584585724427,-0.0200000000000031,-4.49,-0.0300000000000011,0.00302020412414117,0.00153745346138323,0.217,-0.0383438343834382,-0.0383438343834383,0.299999999999997,1.72999999999999,0.00899999999999999,-0.219,0.014,-0.019,0,2.5,-0.00479233226837072,-0.0221130221130223,-0.0424836601307175,-0.0384772498743086,0.399999999999991,0,-1.5,0.00119189511322989,0,-0.0220646178092988,-0.000373273609555858,1.7,0.112868217054264,-0.000528243618134749,-13.815434430653,-5.4,0.0999999999999943,-7.105427357601e-15,1.8679281545083,0.00959967833538555,-0.0115,-9.10000000000002
"2000-07",0.00172130948821358,0.00124305352442233,0.0165165165165164,0.00644122383252732,-0.985319655692014,0.140000000000008,-4.31999999999999,-0.0399999999999991,0.0177551656110482,0.00132889969613337,0.199,-0.000280793710220939,-0.00028079371022086,0.0300000000000011,2,-0.036,-0.154,-0.013,-0.014,0.100000000000009,2.5,0.00240770465489581,0.0163316582914574,0.0102389078498297,-0.0002196601308625,0.299999999999997,0.100000000000009,0.900000000000006,0.00119047619047618,0.00174978127734038,-0.00644641418211123,-0.00168035847647496,1.60000000000001,-0.0153246029534689,9.95314766245592e-05,0.107933081489392,-5.4,0,7.105427357601e-15,1.8556258102687,0.0143870566272557,0.0227617602427921,-3.89999999999998
"2000-08",0.00248475265416759,0.00270211056744318,-0.008985721319547,0.00252631578947438,203.378750355742,0.0900000000000034,-4.22000000000001,0.0399999999999991,0.00714139971434324,0.00114144073720679,0.213,0.0507443123303062,0.0507443123303062,-0.189999999999998,1.56999999999999,0.045,-0.089,0.00700000000000001,-0.026,-0.100000000000009,2.5,-0.00240192153722985,0.00988875154511746,0.00084459459459385,0.0143796264417284,0.0999999999999943,0.0999999999999943,-1.59999999999999,0.00237812128418548,0,-0.0178426601784266,0.000187020759304213,1.59999999999999,0.0322580645161294,0.000524186281966488,4.1014570966002,-5.4,0.100000000000009,0.0999999999999872,1.9647779253764,0.00191396952371603,-0.00989119683481698,1.29999999999998
"2000-09",0.00379031738878521,0.00229424617625629,0.00683144950937775,0.00554388912221659,-1.03901730568229,1.28999999999999,-2.69,0.0100000000000051,-0.0237034035656404,0.000756012542792339,0.221,-0.0353737859752294,-0.0353737859752295,0.159999999999997,1.56999999999999,0.04,-0.154,-0.001,0.00600000000000001,0,2.09999999999999,-0.00802568218298561,0.00122399020807819,-0.0219409282700419,-0.02274803077206,0.299999999999997,0.200000000000003,-2.3,0.00237247924080663,0.0340611353711791,-0.00247729149463249,0.00766641735228113,1.5,0.0603070175438598,0.000749451942846591,6.583917970858,-5.4,0.0999999999999943,0.100000000000009,2.08570607863751,0.00511865984178694,0.0404595404595405,5.19999999999999
"2000-10",0.00246923477772887,0.00277949351451512,-0.0127066370589687,0.00541785505447812,-6.60221611486698,3.23000000000001,1.06999999999999,0.219999999999992,0.0135920315418137,4.33907584265203e-05,0.256,0.0192130057269535,0.0192130057269538,-0.019999999999996,1.56999999999999,-0.027,-0.211,0.032,0.045,1.4210854715202e-14,2.09999999999999,-0.0970873786407767,-0.00366748166259151,-0.0267471958584996,-0.0372310668262409,0.5,0.299999999999997,-0.699999999999996,0.00108409277415467,0.0126689189189189,-0.0033112582781456,0.00204119502690658,1.7,0.0791106514994808,0.00072767711433519,2.91419320021579,-5.4,0,0.100000000000001,2.17477368949741,0.00170565302144254,0.0326452232357177,6.30000000000001
"2000-11",0.0035027950385067,0.002463812750231,0.0133699862551544,-0.000617203356637508,-1.03440650984269,0.489999999999988,1.73,0.0800000000000054,-0.00982700378749024,-0.00107926453377816,0.261,-0.00471270618089548,-0.0047127061808955,0.359999999999999,1.56999999999999,-0.03,-0.219,-0.00300000000000006,0.026,0,2.09999999999999,-0.0376344086021504,0.00858895705521463,0.0425531914893622,0.0593129680256746,0.100000000000009,-0.200000000000003,1.7,-0.00121212121212106,0,-0.000830564784053189,0.000185185185185288,1.90000000000001,0.0114997604216578,0.000466758731830996,10.36157582299,-5.4,0,-7.105427357601e-15,2.182980684444,-0.00104597421551933,-0.0204556020455602,2.70000000000002
"2000-12",0.00327539627513329,0.00205114303786025,-0.000986436498150445,0.00263661088611489,-14.0724253278928,0.200000000000003,1.94,-0.0200000000000102,-0.0358730486922362,-0.00228256302809282,0.185,0.0606446913130578,0.0606446913130577,-0.0499999999999972,1.73,0.00900000000000001,-0.172,0,0.019,0.0999999999999943,2.09999999999999,-0.0605214152700186,0.00608272506082732,-0.00510204081632615,-0.00510204081632665,1.89999999999999,-0.0999999999999943,14.7,-0.00124345120452218,0,0,-0.00240696167376409,1.8,-0.183799147323544,-6.43995546023568e-06,22.342147868322,-5.4,0,-0.0999999999999943,2.0789460145421,-0.00126622348844563,-0.0123398196487897,-5.90000000000001
"2001-01",0.00084993486480478,-0.001262432707828,0.00148111577388299,0.0200305611163105,-26.6738629632436,0.129999999999995,2.08,-0.0499999999999901,0.0305597254986061,-0.00309144678427287,0.199,-0.0412087912087912,-0.0412087912087912,0.169999999999987,1.3,0.024,-0.121,-0.201,-0.003,0,0.899999999999991,-0.125867195242815,-0.00241837968561062,-0.030769230769231,-0.0323926073926072,0.700000000000003,0.400000000000006,1.6,0.00213412901392471,-0.0108423686405339,0.00166251039068999,-0.00129918337045287,1.7,-0.338073128264653,-0.000674075177287903,40.798704803023,-5.4,0,0,2.0198280166989,0.013970498598074,0.00432484382508402,10.9
"2001-02",-0.000658735386788734,0.0011015105140082,0.0172541286665024,0.00674702712746167,-0.908131706936096,1.4210854715202e-14,2.02999999999999,-0.130000000000003,0.00374570804286734,-0.00374251055716912,0.161,0.0059992836676217,0.00599928366762171,0.0700000000000074,1.30999999999999,-0.011,-0.24,-0.039,-0.033,-0.100000000000009,0.700000000000003,0.179138321995465,0.0109090909090909,0.026455026455027,-0.0335125586341144,1.09999999999999,0.0999999999999943,0.900000000000006,0.00113068391738031,0,-0.00165975103734439,0.00427429845753569,1.90000000000001,-0.257343270495396,-0.00134111390975156,39.827307069617,-5.4,-0.100000000000001,0,2.00461135006519,0.00567471385976703,0.00956937799043067,6.40000000000001
"2001-03",3.17672098859578e-05,-0.000180376807150107,0.00424036830627572,0.0200477547206817,2.22015955184778,-0.0100000000000122,2.05,-0.420000000000002,0.00342075256556429,-0.00407385407339422,0.129,-0.00712060525144631,-0.00712060525144638,-0.170000000000002,1.3,-0.005,-0.2,-0.027,-0.01,0,0.799999999999997,-0.0317307692307692,-0.0167865707434054,-0.0833333333333339,-0.0252293577981653,1.09999999999999,0.0999999999999943,0.899999999999999,0.00232288037166085,-0.00252951096121412,-0.0157938487115544,-0.00370096225018501,2,0.0348288075560812,-0.00183579016914237,53.211009174312,-5.4,0,0.0999999999999943,2.121139904797,0.00224751338944151,-0.00379146919431284,-4.59999999999999
"2001-04",0.00239040660736967,0.00258887415545872,0.00868621064060804,-0.00459115016227352,-1.44626196547049,0.0600000000000094,2.12,0,0.0291322314049585,-0.00408719279400194,0.074,-0.00564769161810841,-0.00564769161810845,0.320000000000007,1.48999999999999,-0.046,-0.198,-0.00199999999999999,-0.023,1.4210854715202e-14,0.800000000000011,0.0635551142005957,-0.0170731707317074,-0.00937207122774075,-0.00125518811085834,1,-0.299999999999997,0,-0.0012335959460432,0,-0.000844594594594628,-0.000185735512630014,1.8,0.393040501996574,-0.00211837105980295,40.1511063140855,2.2,0.600000000000001,0.299999999999997,2.4224366492563,-0.00694212510138847,-0.0223596574690771,2.50000000000003
